root_cnpj,cnpj_est,name,date_start,situation,situationDate,cidade,porte,activity
03706507,03706507000153,JOSE RIBAMAR RIBEIRO SANTOS,2000-03-10,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Instalação e manutenção elétrica
03696339,03696339000162,LUIZ MARIO VIEIRA DA SILVEIRA,2000-02-28,Baixada,2015-02-09,SAO LUIS,DEMAIS,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico
03764559,03764559000186,UNIAO DOS MORADORES DO POVOADO ALAGADICO,1999-09-10,Inapta,2019-01-29,VARGEM GRANDE,DEMAIS,Atividades de associações de defesa de direitos sociais
03748447,03748447000131,D. F. DE CASTRO COMERCIO E REPRESENTACOES,2000-03-30,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Comércio varejista de artigos de colchoaria
03812934,03812934000116,R F SALES,2000-05-11,Baixada,2008-12-31,MARACACUME,DEMAIS,Comércio varejista de bicicletas e triciclos; peças e acessórios
03756856,03756856000180,SINDICATO RURAL DE BALSAS,2000-04-17,Ativa,2019-02-27,BALSAS,DEMAIS,Atividades de organizações sindicais
03792055,03792055000170,COMPENSADOS FENIX LTDA,2000-05-04,Baixada,2008-12-31,IMPERATRIZ,DEMAIS,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"
03759376,03759376000172,W. L. O. SILVA,2000-04-13,Baixada,2008-12-31,SAO LUIS,DEMAIS,Comércio varejista de artigos do vestuário e acessórios
03825101,03825101000190,M. LIMA LINS COMERCIO,2000-05-16,Ativa,2005-11-03,ACAILANDIA,MICRO EMPRESA,Comercio varejista de artigos de armarinho
03718025,03718025000113,"E C M - ENGENHARIA, CONSTRUCAO E MONTAGEM LTDA",2000-02-25,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Fabricação de estruturas metálicas
03829444,03829444000122,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO (PRTB),2000-04-20,Baixada,2015-02-09,MILAGRES DO MARANHAO,DEMAIS,Atividades de organizações políticas
03797962,03797962000101,CAIXA ESCOLAR HENRIQUE DE LAROQUE ALMEIDA,2000-05-11,Ativa,2019-02-21,ITAIPAVA DO GRAJAU,DEMAIS,Atividades de associações de defesa de direitos sociais
03802106,03802106000105,F DE J DE S ASSUNCAO,2000-05-10,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Comércio varejista especializado de equipamentos de telefonia e comunicação
03801884,03801884000171,CONSELHO ESCOLAR DO COLEGIO MUNICIPALIZADO FREI PAULO DE GRAYMOOR,2000-05-09,Ativa,2019-01-06,IMPERATRIZ,DEMAIS,Atividades de associações de defesa de direitos sociais
03745322,03745322000158,ANGAR PECAS EIRELI,2000-04-07,Ativa,2005-11-03,IMPERATRIZ,DEMAIS,Comércio por atacado de peças e acessórios para motocicletas e motonetas
03743230,03743230000139,I DE J BASTOS COMERCIO,2000-04-06,Baixada,2016-11-11,IMPERATRIZ,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03779180,03779180000140,MEGA SOFT CURSOS DE INFORMATICA LTDA,1999-10-13,Ativa,2020-09-25,ZE DOCA,DEMAIS,Treinamento em informática
03742364,03742364000135,D. PRIONE DE CARVALHO,2000-04-05,Inapta,2018-11-06,SAO LUIS,DEMAIS,Comércio atacadista de água mineral
03822485,03822485000197,ALICE F. SANTOS,2000-05-22,Baixada,2015-02-09,SAO LUIS,DEMAIS,Comércio varejista de outros produtos não especificados anteriormente
03740148,03740148000150,PETYBOM INDUSTRIA E COMERCIO DE BEBIDAS LTDA.,2000-04-06,Baixada,2008-12-31,SAO LUIS,DEMAIS,Fabricação de refrigerantes
03778120,03778120000102,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DO POVOADO SAO BENEDITO,2000-04-25,Baixada,2015-02-09,CURURUPU,DEMAIS,Atividades de associações de defesa de direitos sociais
03720572,03720572000133,ACYR DE SOUSA CARVALHO FILHO,2000-02-29,Ativa,2005-08-27,CAXIAS,MICRO EMPRESA,Serviços de arquitetura
03751832,03751832000138,ASSOCIACAO DAS MAES RURAIS DO CORREGO DO LONTRA,2000-04-13,Baixada,2015-02-09,VILA NOVA DOS MARTIRIOS,DEMAIS,Atividades de associações de defesa de direitos sociais
03746249,03746249000139,ASSOCIACAO RURAL DA LOCALIDADE SAO BENTO DE AMARANTE DO MARANHAO,2000-03-09,Inapta,2018-12-07,AMARANTE DO MARANHAO,DEMAIS,Atividades de associações de defesa de direitos sociais
03733480,03733480000198,A. DE JESUS BARBOSA,2000-04-04,Baixada,2008-12-31,CAXIAS,DEMAIS,Restaurantes e similares
03698273,03698273000140,J. FERNANDES DE SOUSA COMERCIO,2000-02-29,Baixada,2008-12-31,SAO LUIS,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03795015,03795015000181,BOGEA E SERRA LTDA,2000-05-03,Baixada,2010-03-23,SAO LUIS,MICRO EMPRESA,Atividade médica ambulatorial restrita a consultas
03712234,03712234000150,Z M LEITAO,2000-02-22,Baixada,2008-12-31,SAO LUIS,DEMAIS,Comercio varejista de artigos de armarinho
03832090,03832090000175,ASSOCIACAO DE TRABALHADORES RURAIS DO POVOADO BACURI DOS PIRES,2000-03-20,Ativa,2000-03-20,CANTANHEDE,DEMAIS,Atividades de associações de defesa de direitos sociais
03810277,03810277000178,BANDA E FANFARRAS MUNICIPAL DE TURUILANDIA,2000-05-16,Inapta,2019-01-29,TURILANDIA,DEMAIS,Atividades de associações de defesa de direitos sociais
03807368,03807368000154,ASSOCIACAO DOS PEQUENOS AGRICULTORES DA LOCALIDADE MACAE E ARREDORES,2000-04-28,Baixada,2008-12-31,AMARANTE DO MARANHAO,DEMAIS,Atividades de associações de defesa de direitos sociais
03745945,03745945000120,M. DE S. LIMA & CIA LTDA,2000-04-10,Inapta,2019-01-17,BARRA DO CORDA,MICRO EMPRESA,Comércio varejista de móveis
03794999,03794999000186,ASSOCIACAO DE PAIS E MESTRES DA ESCOLA MUNICIPAL SAO LUIS,2000-05-04,Baixada,2015-02-09,ARAGUANA,DEMAIS,Atividades de associações de defesa de direitos sociais
03816399,03816399000171,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO - DIRETORIO MUNICIPAL DE ROSARIO,2000-02-21,Baixada,2015-02-09,ROSARIO,DEMAIS,Atividades de organizações políticas
03707076,03707076000140,RAHBANI MARTINS SERVICOS MEDICOS EIRELI,2000-03-22,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Atividades de profissionais da área de saúde não especificadas anteriormente
03727185,03727185000129,E DOS SANTOS ROCHA COMERCIO,2000-03-17,Baixada,2009-11-19,CODO,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03798058,03798058000110,UNIDADE EXECUTORA SAO JOSE,2000-05-08,Baixada,2015-02-09,PENALVA,DEMAIS,Atividades de associações de defesa de direitos sociais
03780732,03780732000130,M F SOARES COMERCIO,2000-04-19,Ativa,2005-11-03,PINHEIRO,MICRO EMPRESA,Comércio varejista de produtos saneantes domissanitários
03814713,03814713000187,DIRETORIO MUNICIPAL DO PARTIDO SOCIAL DEMOCRTICO,1999-09-26,Baixada,2008-12-31,NOVA OLINDA DO MARANHAO,DEMAIS,Atividades de organizações políticas
03734585,03734585000161,M. N. S. MENDES - COMERCIO,2000-04-05,Baixada,2019-08-28,SAO LUIS,MICRO EMPRESA,Comércio varejista de materiais de construção em geral
03686924,03686924000181,L. P. DO REGO BARROS,2000-03-03,Baixada,2001-03-23,SAO LUIS,DEMAIS,Comércio varejista de artigos de óptica
03724388,03724388000161,J.C.S.CARVALHO-INFORMATICA,2000-03-24,Baixada,2015-02-09,SAO LUIS,DEMAIS,Comércio varejista especializado de equipamentos e suprimentos de informática
03708994,03708994000193,A. L. DA S. VANDERLEY,2000-03-17,Ativa,2020-07-20,SAO LUIS,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03756187,03756187000146,ASSOCIACAO DOS TRABALHADORES DEFICIENTES FISICOS DO ESTADO DO MARANHAO,1999-11-25,Ativa,2005-11-03,SAO LUIS,DEMAIS,Atividades de associações de defesa de direitos sociais
03739793,03739793000153,ASSOCIACAO RURAL COMUNITARIA DO POVOADO SERRA DOS MONTES,2000-03-29,Baixada,2008-12-31,PAULO RAMOS,DEMAIS,Atividades de associações de defesa de direitos sociais
03768011,03768011000104,P D T -DIRETORIO MUNICIPAL DE SAO VICENTE FERRER,1982-06-15,Inapta,2019-01-29,SAO VICENTE FERRER,DEMAIS,Atividades de organizações políticas
03706188,03706188000186,VITORIA DECORACOES LTDA,2000-02-28,Baixada,2015-02-09,SAO LUIS,DEMAIS,Fabricação de artefatos de tapeçaria
03720496,03720496000166,ANA C. P. BASTOS,2000-03-27,Baixada,2001-03-02,PACO DO LUMIAR,DEMAIS,Comércio varejista de carnes - açougues
03695184,03695184000140,G. L. CARDOSO - COMERCIO,2000-02-21,Baixada,2016-10-06,BURITI,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03797715,03797715000105,CAIXA ESCOLAR DA ESCOLA SAO PEDRO,2000-05-10,Ativa,2019-06-12,SANTA HELENA,DEMAIS,Ensino fundamental
03739829,03739829000107,ASSOCIACAO DE PROTECAO AO MEIO AMBIENTE DO MEDIO MEARIM,2000-04-07,Ativa,2000-04-07,BACABAL,DEMAIS,Atividades de associações de defesa de direitos sociais
03759524,03759524000159,JRC PRODUTOS OPTICOS LTDA,2000-04-17,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Comércio varejista de artigos de óptica
03743905,03743905000140,ASSOCIACAO RURAL COMUNITARIA DO POVOADO MARIMBONDO,2000-03-29,Baixada,2008-12-31,PAULO RAMOS,DEMAIS,Atividades de associações de defesa de direitos sociais
03801541,03801541000107,ESCOLA RURAL BANDEIRANTE,2000-05-09,Inapta,2020-10-27,VITORINO FREIRE,DEMAIS,Ensino fundamental
03745226,03745226000100,REBOUCAS E SAMPAIO LTDA,2000-04-07,Baixada,2015-05-18,PACO DO LUMIAR,MICRO EMPRESA,Fabricação de alimentos para animais
03721426,03721426000122,COMJEVE TRANSPORTE E TURISMO LTDA,2000-03-29,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente
03797615,03797615000189,C. M. M. GARCIA,2000-04-28,Baixada,2010-10-08,IMPERATRIZ,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03778061,03778061000172,PARTIDO DEMOCRATICO TRABALHISTA - MARAJA DO SENA (MA),2000-04-28,Baixada,2008-12-31,MARAJA DO SENA,DEMAIS,Atividades de organizações políticas
03711556,03711556000184,DIOGENES ALVES DA SILVA,2000-03-21,Ativa,2005-11-03,BACABAL,MICRO EMPRESA,"Comércio a varejo de automóveis, camionetas e utilitários novos"
03793998,03793998000117,"ASS. DE PAIS MESTRES DA ESC. ANTONIO DINO, ESC. OSVALDO CRUZ, ESC. CASTELO BRANCO E ESC. SAO SEBATIAO",2000-04-07,Inapta,2019-02-01,ESPERANTINOPOLIS,DEMAIS,Atividades de associações de defesa de direitos sociais
03808535,03808535000181,DIRETORIO MUNICIPAL DO PARTIDO DOS TRABALHADORES,1999-09-04,Ativa,2020-08-13,PRESIDENTE MEDICI,DEMAIS,Atividades de organizações políticas
03788140,03788140000164,ASSOC. DOS PEQ. PROD. RURAIS DO POV. AMPARO I CODO-MA.,2000-05-05,Inapta,2019-02-01,CODO,DEMAIS,Atividades de associações de defesa de direitos sociais
03687188,03687188000186,G. M. C. DE OLIVEIRA,2000-03-03,Baixada,2018-05-10,PACO DO LUMIAR,MICRO EMPRESA,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
03750845,03750845000192,M DA C LOPES CUNHA,2000-03-28,Baixada,2015-02-09,SAO BENTO,DEMAIS,Comércio varejista de artigos do vestuário e acessórios
03783205,03783205000189,E. M. VIANA SERVICOS,2000-04-27,Inapta,2018-12-07,IMPERATRIZ,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03827941,03827941000191,EMPRESA DE PRESTACAO DE SERVICOS MEDICOS DE CAXIAS LTDA,2000-05-22,Ativa,2000-05-22,CAXIAS,MICRO EMPRESA,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências"
03800491,03800491000143,JOAO BATISTA DE SOUSA COSTA,2000-03-14,Ativa,2005-11-03,COROATA,MICRO EMPRESA,Obras de alvenaria
03685493,03685493000139,ASSOC DOS PEQ PROD RURAIS DO PROJ DE ASSENTAMENTO 1 DE JUNHO,2000-03-09,Inapta,2018-09-18,PEDRO DO ROSARIO,DEMAIS,Atividades de associações de defesa de direitos sociais
03798581,03798581000147,M DE F GOMES DA COSTA,2000-05-02,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Serviços de alimentação para eventos e recepções - bufê
03689263,03689263000148,CONSTRUTORA MARIMAR LTDA,2000-03-13,Ativa,2005-11-03,CAXIAS,MICRO EMPRESA,Construção de edifícios
03747851,03747851000190,F. SEBASTIAO PEREIRA,2000-04-10,Baixada,2008-12-31,SAO MATEUS DO MARANHAO,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03737614,03737614000149,GETULIO F. DE ALBUQUERQUE & CIA LTDA,2000-04-02,Baixada,2001-07-24,SAO LUIS,DEMAIS,Atividade médica ambulatorial restrita a consultas
03760215,03760215000107,J A MOREIRA MANUTENCAO LTDA,2000-03-31,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Fabricação de estruturas metálicas
03767732,03767732000108,PARTIDO DEMOCRATICO TRABALHISTA - DIR.MUN.DE CANDIDO MENDES,2000-04-24,Ativa,2020-07-08,CANDIDO MENDES,DEMAIS,Atividades de organizações políticas
03833097,03833097000101,PARTIDO SOCIAL CRISTAO - PSC,2000-05-26,Inapta,2018-11-07,TIMON,DEMAIS,Atividades de organizações políticas
03751941,03751941000155,M C B MAIA COMERCIO,2000-04-06,Ativa,2020-01-12,FEIRA NOVA DO MARANHAO,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03685497,03685497000117,DEMOCRATAS,2000-03-09,Ativa,2005-11-03,SANTA INES,DEMAIS,Atividades de organizações políticas
03720531,03720531000147,R S CASTRO COMERCIO,2000-03-24,Baixada,2002-08-06,SAO LUIS,DEMAIS,Comércio a varejo de peças e acessórios novos para veículos automotores
03816813,03816813000142,UNIDADE EXECUTORA RAIMUNDO FONSECA SANTOS,2000-05-18,Baixada,2015-02-09,SANTO AMARO DO MARANHAO,DEMAIS,Ensino fundamental
03773537,03773537000182,DIRETORIO MUNICIPAL DO PARTIDO DEMOCRATA CRISTAO DE MIRANDA DO NORTE,1999-12-18,Baixada,2008-12-31,MIRANDA DO NORTE,DEMAIS,Atividades de organizações políticas
03821929,03821929000170,BANDA MUNICIPAL DE CACHOEIRA GRANDE,2000-05-15,Baixada,2008-12-31,CACHOEIRA GRANDE,DEMAIS,Atividades de associações de defesa de direitos sociais
03694335,03694335000145,ASSOCIACAO COMUNITARIA DOS PRODUTORES RURAIS DO CONJUNTO FREI PASCHOAL - IGARAPE GRANDE-MA,2000-01-26,Inapta,2019-02-01,IGARAPE GRANDE,DEMAIS,Outras atividades associativas profissionais
03777640,03777640000109,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO PRTB,2000-04-28,Baixada,2015-02-09,PRESIDENTE DUTRA,DEMAIS,Atividades de organizações políticas
03757725,03757725000117,ASSOCIACAO COMUNITARIA DE BACABAL,2000-04-18,Inapta,2019-01-29,ESTREITO,DEMAIS,Atividades de associações de defesa de direitos sociais
03779492,03779492000153,PARTIDO DA FRENTE LIBERAL - PFL SAO ROBERTO - MARANHAO,2000-04-28,Inapta,2019-02-01,SAO ROBERTO,DEMAIS,Atividades de organizações políticas
03823799,03823799000104,R. R. FURTADO,2000-04-13,Baixada,2008-12-31,CARUTAPERA,DEMAIS,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
03716515,03716515000180,I. L. DE SOUZA INDUSTRIA E COMERCIO,2000-03-23,Baixada,2014-12-12,SANTA LUZIA,MICRO EMPRESA,Fabricação de sabões e detergentes sintéticos
03816052,03816052000129,D. DOS SANTOS COSTA COMERCIO E SERVICOS GERAIS,2000-05-17,Inapta,2018-09-18,IMPERATRIZ,MICRO EMPRESA,Outras obras de acabamento da construção
03753303,03753303000173,V. BASTOS RABELO,2000-04-07,Inapta,2019-01-29,MIRINZAL,MICRO EMPRESA,"Comercio varejista de artigos de cama, mesa e banho"
03760625,03760625000140,EMERGENCIA SAO JOSE LTDA,2000-04-17,Baixada,2015-02-09,SAO JOSE DE RIBAMAR,MICRO EMPRESA,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências
03790554,03790554000128,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA - PSDB,2000-05-08,Baixada,2015-02-09,BERNARDO DO MEARIM,DEMAIS,Atividades de associações de defesa de direitos sociais
03781814,03781814000107,LUZINETE RODRIGUES FERREIRA,2000-04-07,Ativa,2006-05-03,SANTA HELENA,MICRO EMPRESA,Comércio varejista de móveis
03831946,03831946000198,C. A. SANTIAGO,2000-05-19,Baixada,2002-08-07,SAO LUIS,DEMAIS,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
03717194,03717194000139,ASSOCIACAO DOS PRODUTORES RURAIS DO POVOADO CENTRO DO DIAMANTE,2000-02-23,Baixada,2015-02-09,MATOES,DEMAIS,Atividades de associações de defesa de direitos sociais
03732139,03732139000118,M. DO R. P. ALVES COMERCIO,2000-03-23,Baixada,2015-02-09,SAO LUIS,DEMAIS,Comércio varejista de artigos de papelaria
03831883,03831883000170,UNIDADE ESCOLAR CIRIACO GASPAR,2000-05-15,Ativa,2019-05-13,SAO VICENTE FERRER,DEMAIS,Atividades de associações de defesa de direitos sociais
03706783,03706783000111,M DA CONCEICAO G VIEGAS TRANSPORTE,2000-03-20,Baixada,2015-08-19,SAO LUIS,MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores
03788624,03788624000103,PARTIDO DEMOCRATICO TRABALHISTA-PDT,2000-01-07,Ativa,2020-06-29,GRAJAU,DEMAIS,Atividades de organizações políticas
03826596,03826596000171,PARTIDO TRABALHISTA BRASILEIRO,2000-05-24,Baixada,2015-02-09,VITORIA DO MEARIM,DEMAIS,Atividades de organizações políticas
03684751,03684751000162,N. A. DE C. SOARES,2000-03-09,Ativa,2005-11-03,SAO JOSE DE RIBAMAR,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados"
03706358,03706358000122,ALCANTARA SERVICOS GERAIS LTDA,2000-03-13,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Limpeza em prédios e em domicílios
03814706,03814706000185,PARTIDO SOCIAL DEMOCRATICO,2000-04-24,Baixada,2008-12-31,BOM JARDIM,DEMAIS,Atividades de organizações políticas
03745583,03745583000178,CLAMED CLINICA DE ASSISTENCIA MEDICA LTDA,2000-04-04,Ativa,2019-08-14,SAO LUIS,MICRO EMPRESA,Atividades de profissionais da área de saúde não especificadas anteriormente
03756193,03756193000101,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DO VALE DA MANGUEIRA,2000-03-02,Baixada,2008-12-31,SAO JOAO DO PARAISO,DEMAIS,Atividades de associações de defesa de direitos sociais
03692960,03692960000158,RESTAURANTE FLUTUANTE BEIRA RIO LTDA,2000-03-01,Inapta,2018-12-07,IMPERATRIZ,MICRO EMPRESA,Restaurantes e similares
03738246,03738246000153,K. M. BRANDAO CONFECCOES,2000-03-28,Inapta,2018-09-18,ACAILANDIA,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03780240,03780240000144,J. F. DE SOUSA - MADEIRAS E TRANSPORTES,2000-05-02,Baixada,2008-12-31,BURITICUPU,DEMAIS,Serrarias com desdobramento de madeira em bruto
03727408,03727408000158,DERMA MEDEIROS LTDA,2000-03-21,Baixada,2013-10-16,SAO LUIS,MICRO EMPRESA,Atividades de profissionais da área de saúde não especificadas anteriormente
03775678,03775678000134,PARTIDO PROGRESSISTA BRASILEIRO,1999-10-03,Baixada,2015-02-09,CAJAPIO,DEMAIS,Atividades de organizações políticas
03829123,03829123000128,ASSOCIACAO DOS PEQUENOS PRODUTORES DO POVOADO DE RABECA,2000-05-23,Inapta,2019-01-29,PORTO RICO DO MARANHAO,DEMAIS,Atividades de associações de defesa de direitos sociais
03827976,03827976000120,PSD - PARTIDO SOCIAL DEMOCRATICO,2000-05-17,Baixada,2002-12-26,ALDEIAS ALTAS,DEMAIS,Atividades de organizações políticas
03732157,03732157000108,R. M. DE SOUSA PASSOS,2000-03-21,Ativa,2005-11-03,CHAPADINHA,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03777840,03777840000153,J CAVALCANTE NASCIMENTO COMERCIO E REPRESENTACOES,2000-04-17,Baixada,2015-02-09,SAO LUIS,DEMAIS,Comércio varejista especializado de equipamentos e suprimentos de informática
03694058,03694058000170,PROGRESS REPRESENTACOES E COMERCIO LTDA,2000-03-14,Baixada,2018-12-27,BACABAL,MICRO EMPRESA,Fabricação de produtos de padaria e confeitaria com predominância de produção própria
03731648,03731648000126,RODRIGUES & ALCOBACA LTDA,2000-03-20,Baixada,2008-12-31,SAO LUIS,DEMAIS,Outras atividades de serviços pessoais não especificadas anteriormente
03786728,03786728000189,J R CARVALHO SILVA,2000-04-05,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Instalação de outros equipamentos não especificados anteriormente
03801465,03801465000130,UNIDADE EXECUTORA DAS ESCOLAS MUNICIPAIS MARIA CARLOTA E VALENTIN BORGES,2000-05-12,Baixada,2015-02-09,SAO PEDRO DOS CRENTES,DEMAIS,Atividades de associações de defesa de direitos sociais
